GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
qa_java,animals,Cat,0,12,0,0,0,5,0,3,0,3
qa_java,animals,Lion,0,39,0,4,0,11,0,6,0,4
qa_java,animals,Alex,0,7,0,0,0,3,0,2,0,2
qa_java,animals,Feline,0,37,0,4,0,10,0,8,0,6
